artifact,cohort,prompt_id,condition_name,score_key,layer,condition_token_indices,condition_token_labels,condition_token_mean,condition_token_max,full_token_max,full_token_topk_mean,full_token_mean
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,0,[22],"["" asthma_22""]",1.0,1.0,1.0,1.0,0.6603892933238636
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,1,[22],"["" asthma_22""]",0.04638671875,0.04638671875,0.11474609375,0.03555501302083333,0.00850830078125
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,2,[22],"["" asthma_22""]",1.0,1.0,1.0,0.5494791666666666,0.1560635653409091
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,3,[22],"["" asthma_22""]",-0.00052642822265625,-0.00052642822265625,0.047119140625,0.02138671875,0.0011456576260653409
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,4,[22],"["" asthma_22""]",0.11474609375,0.11474609375,0.11474609375,0.033040364583333336,0.007866599343039772
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,5,[22],"["" asthma_22""]",0.061767578125,0.061767578125,0.07763671875,0.0248046875,0.005757279829545455
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,6,[22],"["" asthma_22""]",0.65234375,0.65234375,0.65234375,0.13143717447916667,0.038758433948863635
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,7,[22],"["" asthma_22""]",0.58984375,0.58984375,0.8359375,0.14930826822916668,0.0404722733931108
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,8,[22],"["" asthma_22""]",0.26171875,0.26171875,0.26171875,0.03876139322916667,0.006753817471590909
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,9,[22],"["" asthma_22""]",-0.00897216796875,-0.00897216796875,0.181640625,0.03528645833333333,0.008499839089133522
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,10,[22],"["" asthma_22""]",0.158203125,0.158203125,0.158203125,0.04117024739583333,0.011590021306818183
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,11,[22],"["" asthma_22""]",-0.00897216796875,-0.00897216796875,0.07763671875,0.022403971354166666,0.0038463245738636362
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,12,[22],"["" asthma_22""]",0.181640625,0.181640625,0.26171875,0.06057942708333333,0.016811301491477273
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,13,[22],"["" asthma_22""]",0.181640625,0.181640625,0.181640625,0.0239501953125,0.002321555397727273
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,14,[22],"["" asthma_22""]",0.010009765625,0.010009765625,0.158203125,0.030452473958333334,0.007201038707386364
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,15,[22],"["" asthma_22""]",0.07763671875,0.07763671875,0.29296875,0.04454752604166667,0.010930841619318182
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,16,[22],"["" asthma_22""]",0.0,0.0,0.03173828125,0.010831705729166667,-0.0004590121182528409
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,17,[22],"["" asthma_22""]",0.11474609375,0.11474609375,0.859375,0.0825439453125,0.017043235085227273
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,18,[22],"["" asthma_22""]",0.9921875,0.9921875,0.9921875,0.306640625,0.09211314808238637
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,19,[22],"["" asthma_22""]",0.91796875,0.91796875,0.91796875,0.171484375,0.049335271661931815
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,20,[22],"["" asthma_22""]",-0.0810546875,-0.0810546875,0.423828125,0.028922526041666667,-0.0027843128551136363
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,21,[22],"["" asthma_22""]",0.29296875,0.29296875,0.466796875,0.06006673177083333,0.016083318536931818
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,22,[22],"["" asthma_22""]",0.0,0.0,0.010009765625,0.008675130208333333,0.00011430220170454546
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,23,[22],"["" asthma_22""]",0.010009765625,0.010009765625,0.010009765625,0.010009765625,0.004375665838068182
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,24,[22],"["" asthma_22""]",0.010009765625,0.010009765625,0.04638671875,0.012434895833333333,0.004320179332386364
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,25,[22],"["" asthma_22""]",0.010009765625,0.010009765625,0.010009765625,0.010009765625,0.004103781960227273
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,26,[22],"["" asthma_22""]",0.010009765625,0.010009765625,0.2158203125,0.022395833333333334,0.006107954545454546
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,27,[22],"["" asthma_22""]",0.0,0.0,0.16015625,0.010677083333333334,0.0029119318181818183
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,0,[17],"["" asthma_17""]",1.0,1.0,1.0,1.0,0.6814506686463648
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,1,[17],"["" asthma_17""]",-0.002471923828125,-0.002471923828125,0.007049560546875,0.0022959391276041667,-0.000131412428252551
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,2,[17],"["" asthma_17""]",1.0,1.0,1.0,0.5899739583333333,0.18293201680086096
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,3,[17],"["" asthma_17""]",-0.003448486328125,-0.003448486328125,0.0849609375,0.010474650065104167,0.002253318319515306
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,4,[17],"["" asthma_17""]",0.026611328125,0.026611328125,0.0859375,0.012321980794270833,0.0032563501474808672
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,5,[17],"["" asthma_17""]",0.007049560546875,0.007049560546875,0.007049560546875,0.0027994791666666667,4.141671316964286e-05
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,6,[17],"["" asthma_17""]",0.173828125,0.173828125,0.173828125,0.022894287109375,0.006643801319355868
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,7,[17],"["" asthma_17""]",0.494140625,0.494140625,0.98046875,0.10934244791666667,0.032569418148118624
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,8,[17],"["" asthma_17""]",0.0849609375,0.0849609375,0.0849609375,0.0098052978515625,0.0024323755381058672
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,9,[17],"["" asthma_17""]",-0.007476806640625,-0.007476806640625,0.0751953125,0.007441202799479167,0.001112334582270408
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,10,[17],"["" asthma_17""]",0.03125,0.03125,0.03125,0.0059173583984375,0.0007610710299744898
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,11,[17],"["" asthma_17""]",0.0,0.0,0.01519775390625,0.0044138590494791664,0.0008495097257653062
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,12,[17],"["" asthma_17""]",0.12353515625,0.12353515625,0.12353515625,0.018492635091145834,0.004885926538584184
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,13,[17],"["" asthma_17""]",0.04296875,0.04296875,0.04296875,0.0066375732421875,0.0009398168447066327
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,14,[17],"["" asthma_17""]",0.007049560546875,0.007049560546875,0.05712890625,0.0087310791015625,0.001938800422512755
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,15,[17],"["" asthma_17""]",0.022216796875,0.022216796875,0.0849609375,0.009929402669270834,0.0022894411670918366
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,16,[17],"["" asthma_17""]",0.003082275390625,0.003082275390625,0.007049560546875,0.001678466796875,-0.0003774214764030612
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,17,[17],"["" asthma_17""]",0.0185546875,0.0185546875,0.173828125,0.0155181884765625,0.0035770961216517855
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,18,[17],"["" asthma_17""]",0.99609375,0.99609375,0.99609375,0.196685791015625,0.060869800801179846
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,19,[17],"["" asthma_17""]",0.953125,0.953125,0.953125,0.127825927734375,0.039069662288743624
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,20,[17],"["" asthma_17""]",-0.010986328125,-0.010986328125,0.462890625,0.029994710286458334,0.006748433015784439
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,21,[17],"["" asthma_17""]",0.049560546875,0.049560546875,0.72265625,0.05261637369791667,0.015575798190369899
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,22,[17],"["" asthma_17""]",0.0,0.0,0.0014801025390625,9.867350260416667e-05,-0.0008395448022959184
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,23,[17],"["" asthma_17""]",0.0014801025390625,0.0014801025390625,0.0014801025390625,0.00019734700520833334,-0.00041821538185586734
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,24,[17],"["" asthma_17""]",0.0,0.0,0.007049560546875,0.0005686442057291667,-0.00016753527582908162
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,25,[17],"["" asthma_17""]",0.0,0.0,0.0,0.0,-0.00037057059151785713
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,26,[17],"["" asthma_17""]",0.0,0.0,0.1064453125,0.007096354166666667,0.002092945332429847
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,27,[17],"["" asthma_17""]",0.0,0.0,0.052001953125,0.003466796875,0.001061264349489796
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,0,[19],"["" asthma_19""]",1.0,1.0,1.0,1.0,0.6842340322641226
